product_id,sku,product_name,brand,category,price,stock_qty,status,sales_this_month,condition,supplier,warranty_months,weight_kg,warehouse_location,description
381,WD-EXT-00381,WD Plus External Drive,WD,External Drive,279,112,In Stock,13,New,Global Electronics Supply,12,1.78,"Denver, CO",High-quality external drive from a trusted brand. Reliable performance and great value.
382,WD-HDD-00382,WD Max HDD,WD,HDD,119,72,In Stock,3,New,Prime Tech Wholesale,12,0.52,"Houston, TX",High-quality hdd from a trusted brand. Reliable performance and great value.
383,WD-EXT-00383,WD Mini External Drive,WD,External Drive,259,69,In Stock,8,New,Prime Tech Wholesale,36,1.6,"Chicago, IL",High-quality external drive from a trusted brand. Reliable performance and great value.
384,WD-EXT-00384,WD Pro External Drive,WD,External Drive,59,72,In Stock,15,New,Prime Tech Wholesale,36,1.92,"San Antonio, TX",High-quality external drive from a trusted brand. Reliable performance and great value.
385,WD-HDD-00385,WD Plus HDD,WD,HDD,229,27,In Stock,19,New,Prime Tech Wholesale,24,1.58,"Phoenix, AZ",High-quality hdd from a trusted brand. Reliable performance and great value.
386,WD-EXT-00386,WD Pro External Drive,WD,External Drive,159,96,In Stock,3,New,Tech Distributors Inc,12,1.91,"Chicago, IL",High-quality external drive from a trusted brand. Reliable performance and great value.
387,WD-EXT-00387,WD Plus External Drive,WD,External Drive,259,68,In Stock,13,New,Prime Tech Wholesale,12,0.83,"Miami, FL",High-quality external drive from a trusted brand. Reliable performance and great value.
388,WD-EXT-00388,WD Mini External Drive,WD,External Drive,149,141,In Stock,10,New,Prime Tech Wholesale,12,1.19,"Phoenix, AZ",High-quality external drive from a trusted brand. Reliable performance and great value.
389,WD-EXT-00389,WD Max External Drive,WD,External Drive,129,31,In Stock,4,New,Tech Distributors Inc,12,0.91,"Philadelphia, PA",High-quality external drive from a trusted brand. Reliable performance and great value.
390,WD-EXT-00390,WD Ultra External Drive,WD,External Drive,149,21,In Stock,13,New,Global Electronics Supply,36,1.7,"Denver, CO",High-quality external drive from a trusted brand. Reliable performance and great value.
391,WD-SSD-00391,WD Crucial SSD 1TB M.2,WD,SSD,189,12,In Stock,20,New,Global Electronics Supply,12,1.51,"Houston, TX",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
392,WD-SSD-00392,WD EVO SSD 4TB M.2,WD,SSD,519,20,In Stock,5,New,Direct Source Electronics,36,1.67,"San Antonio, TX",Portable external SSD for on-the-go storage. Compact and durable design.
393,WD-EXT-00393,WD Ultra External Drive,WD,External Drive,149,52,In Stock,15,New,Tech Distributors Inc,12,1.87,"Seattle, WA",High-quality external drive from a trusted brand. Reliable performance and great value.
394,CAN-PRI-00394,Canon PIXMA Printer WiFi All-in-One,Canon,Printer,169,34,In Stock,4,Refurbished,Direct Source Electronics,36,0.97,"New York, NY",High-speed laser printer for busy offices. Low cost per page and reliable performance.
395,CAN-SCA-00395,Canon Pro Scanner,Canon,Scanner,489,109,In Stock,1,New,Global Electronics Supply,24,0.93,"Miami, FL",High-quality scanner from a trusted brand. Reliable performance and great value.
396,CAN-SCA-00396,Canon Ultra Scanner,Canon,Scanner,189,26,In Stock,19,New,Prime Tech Wholesale,36,1.25,"Atlanta, GA",High-quality scanner from a trusted brand. Reliable performance and great value.
397,CAN-SCA-00397,Canon Mini Scanner,Canon,Scanner,99,16,In Stock,10,Refurbished,Direct Source Electronics,24,0.67,"New York, NY",High-quality scanner from a trusted brand. Reliable performance and great value.
398,CAN-SCA-00398,Canon Mini Scanner,Canon,Scanner,349,2,Low Stock,15,New,Tech Distributors Inc,12,0.7,"San Diego, CA",High-quality scanner from a trusted brand. Reliable performance and great value.
399,CAN-SCA-00399,Canon Mini Scanner,Canon,Scanner,329,118,In Stock,4,New,Prime Tech Wholesale,12,0.81,"Philadelphia, PA",High-quality scanner from a trusted brand. Reliable performance and great value.
400,CAN-PRI-00400,Canon LaserJet Printer Color Inkjet,Canon,Printer,319,9,Low Stock,31,New,Global Electronics Supply,36,0.53,"Miami, FL",Eco-friendly printer with refillable ink tanks. Reduces printing costs significantly.
401,CAN-PRI-00401,Canon PIXMA Printer Inkjet Color,Canon,Printer,349,44,In Stock,2,New,Direct Source Electronics,36,1.14,"Dallas, TX",Eco-friendly printer with refillable ink tanks. Reduces printing costs significantly.
402,CAN-PRI-00402,Canon EcoTank Printer Laser Scanner,Canon,Printer,559,39,In Stock,10,Refurbished,Prime Tech Wholesale,36,0.53,"Seattle, WA",Eco-friendly printer with refillable ink tanks. Reduces printing costs significantly.
403,CAN-SCA-00403,Canon Plus Scanner,Canon,Scanner,329,24,In Stock,8,New,Tech Distributors Inc,12,0.58,"Los Angeles, CA",High-quality scanner from a trusted brand. Reliable performance and great value.
404,CAN-CAM-00404,Canon Ultra Camera,Canon,Camera,2939,29,In Stock,21,New,Global Electronics Supply,12,1.9,"Denver, CO",High-quality camera from a trusted brand. Reliable performance and great value.
405,CAN-SCA-00405,Canon Elite Scanner,Canon,Scanner,329,1,Low Stock,23,New,Direct Source Electronics,36,1.66,"New York, NY",High-quality scanner from a trusted brand. Reliable performance and great value.
406,CAN-CAM-00406,Canon Elite Camera,Canon,Camera,519,27,In Stock,13,New,Prime Tech Wholesale,12,0.68,"Dallas, TX",High-quality camera from a trusted brand. Reliable performance and great value.
407,CAN-SCA-00407,Canon Mini Scanner,Canon,Scanner,429,53,In Stock,13,New,Global Electronics Supply,24,1.69,"Philadelphia, PA",High-quality scanner from a trusted brand. Reliable performance and great value.
408,CAN-CAM-00408,Canon Elite Camera,Canon,Camera,1919,70,In Stock,12,New,Direct Source Electronics,24,1.92,"Los Angeles, CA",High-quality camera from a trusted brand. Reliable performance and great value.
409,CAN-SCA-00409,Canon Max Scanner,Canon,Scanner,279,65,In Stock,14,New,Prime Tech Wholesale,36,1.75,"Atlanta, GA",High-quality scanner from a trusted brand. Reliable performance and great value.
410,CAN-PRI-00410,Canon WorkForce Printer Inkjet Duplex,Canon,Printer,539,53,In Stock,8,New,Tech Distributors Inc,12,1.09,"Los Angeles, CA",Photo printer with exceptional color accuracy. Great for printing memories.
411,CAN-CAM-00411,Canon Ultra Camera,Canon,Camera,1669,6,Low Stock,46,New,Direct Source Electronics,24,1.69,"San Antonio, TX",High-quality camera from a trusted brand. Reliable performance and great value.
412,CAN-SCA-00412,Canon Mini Scanner,Canon,Scanner,309,81,In Stock,7,New,Prime Tech Wholesale,36,0.81,"New York, NY",High-quality scanner from a trusted brand. Reliable performance and great value.
413,CAN-SCA-00413,Canon Plus Scanner,Canon,Scanner,199,125,In Stock,8,New,Global Electronics Supply,36,0.66,"Boston, MA",High-quality scanner from a trusted brand. Reliable performance and great value.
414,CAN-PRI-00414,Canon EcoTank Printer Laser Scanner,Canon,Printer,199,16,In Stock,18,New,Tech Distributors Inc,24,1.45,"Los Angeles, CA","All-in-one printer with print, scan, and copy functions. Perfect for home office."
415,CAN-CAM-00415,Canon Pro Camera,Canon,Camera,649,122,In Stock,6,New,Tech Distributors Inc,36,0.59,"Las Vegas, NV",High-quality camera from a trusted brand. Reliable performance and great value.
416,CAN-PRI-00416,Canon OfficeJet Printer Scanner Monochrome,Canon,Printer,439,4,Low Stock,46,New,Tech Distributors Inc,24,1.28,"Chicago, IL",High-speed laser printer for busy offices. Low cost per page and reliable performance.
417,CAN-CAM-00417,Canon Elite Camera,Canon,Camera,2819,90,In Stock,12,New,Global Electronics Supply,12,1.28,"Philadelphia, PA",High-quality camera from a trusted brand. Reliable performance and great value.
418,CAN-CAM-00418,Canon Pro Camera,Canon,Camera,1679,150,In Stock,7,New,Tech Distributors Inc,12,1.52,"Philadelphia, PA",High-quality camera from a trusted brand. Reliable performance and great value.
419,CAN-CAM-00419,Canon Mini Camera,Canon,Camera,1769,52,In Stock,11,Refurbished,Direct Source Electronics,24,0.93,"New York, NY",High-quality camera from a trusted brand. Reliable performance and great value.
420,CAN-CAM-00420,Canon Ultra Camera,Canon,Camera,1999,150,In Stock,8,New,Tech Distributors Inc,24,1.94,"Boston, MA",High-quality camera from a trusted brand. Reliable performance and great value.
421,CAN-CAM-00421,Canon Pro Camera,Canon,Camera,2659,10,In Stock,13,New,Global Electronics Supply,36,0.94,"Houston, TX",High-quality camera from a trusted brand. Reliable performance and great value.
422,CAN-PRI-00422,Canon WorkForce Printer Laser Color,Canon,Printer,259,3,Low Stock,18,New,Global Electronics Supply,24,1.03,"Philadelphia, PA",Compact printer for small spaces. WiFi connectivity for easy printing from any device.
423,CAN-SCA-00423,Canon Mini Scanner,Canon,Scanner,329,32,In Stock,13,New,Direct Source Electronics,24,1.27,"Houston, TX",High-quality scanner from a trusted brand. Reliable performance and great value.
424,EPS-PRI-00424,Epson LaserJet Printer WiFi Color,Epson,Printer,639,14,In Stock,12,New,Direct Source Electronics,36,0.78,"Las Vegas, NV",Eco-friendly printer with refillable ink tanks. Reduces printing costs significantly.
425,EPS-SCA-00425,Epson Max Scanner,Epson,Scanner,439,24,In Stock,24,New,Tech Distributors Inc,36,1.59,"Houston, TX",High-quality scanner from a trusted brand. Reliable performance and great value.
426,EPS-PRI-00426,Epson LaserJet Printer WiFi Duplex,Epson,Printer,249,126,In Stock,15,New,Global Electronics Supply,12,1.52,"New York, NY",Compact printer for small spaces. WiFi connectivity for easy printing from any device.
427,EPS-PRO-00427,Epson Ultra Projector,Epson,Projector,219,1,Low Stock,18,New,Prime Tech Wholesale,36,0.79,"New York, NY",High-quality projector from a trusted brand. Reliable performance and great value.
428,EPS-PRI-00428,Epson LaserJet Printer Laser WiFi,Epson,Printer,149,49,In Stock,4,New,Global Electronics Supply,12,1.26,"Miami, FL",High-speed laser printer for busy offices. Low cost per page and reliable performance.
429,EPS-PRI-00429,Epson PIXMA Printer WiFi Color,Epson,Printer,349,81,In Stock,9,Refurbished,Tech Distributors Inc,12,0.5,"Seattle, WA",High-speed laser printer for busy offices. Low cost per page and reliable performance.
430,EPS-PRI-00430,Epson EcoTank Printer Inkjet Duplex,Epson,Printer,359,50,In Stock,4,New,Tech Distributors Inc,36,1.23,"Dallas, TX","All-in-one printer with print, scan, and copy functions. Perfect for home office."
431,EPS-SCA-00431,Epson Ultra Scanner,Epson,Scanner,409,16,In Stock,24,New,Prime Tech Wholesale,36,0.59,"Los Angeles, CA",High-quality scanner from a trusted brand. Reliable performance and great value.
432,EPS-PRO-00432,Epson Mini Projector,Epson,Projector,1229,65,In Stock,10,New,Tech Distributors Inc,36,0.84,"Boston, MA",High-quality projector from a trusted brand. Reliable performance and great value.
433,EPS-PRO-00433,Epson Plus Projector,Epson,Projector,819,128,In Stock,7,New,Tech Distributors Inc,24,0.6,"Seattle, WA",High-quality projector from a trusted brand. Reliable performance and great value.
434,EPS-SCA-00434,Epson Max Scanner,Epson,Scanner,359,71,In Stock,14,New,Prime Tech Wholesale,12,0.92,"Boston, MA",High-quality scanner from a trusted brand. Reliable performance and great value.
435,EPS-PRI-00435,Epson LaserJet Printer WiFi Color,Epson,Printer,579,20,In Stock,6,New,Global Electronics Supply,24,1.85,"Chicago, IL",Eco-friendly printer with refillable ink tanks. Reduces printing costs significantly.
436,EPS-PRO-00436,Epson Ultra Projector,Epson,Projector,1409,76,In Stock,6,New,Global Electronics Supply,36,1.47,"Seattle, WA",High-quality projector from a trusted brand. Reliable performance and great value.
437,EPS-PRI-00437,Epson EcoTank Printer WiFi Scanner,Epson,Printer,689,14,In Stock,5,New,Tech Distributors Inc,12,0.53,"Atlanta, GA",High-speed laser printer for busy offices. Low cost per page and reliable performance.
438,EPS-PRI-00438,Epson LaserJet Printer Monochrome Duplex,Epson,Printer,299,80,In Stock,9,New,Tech Distributors Inc,36,0.73,"Atlanta, GA",Compact printer for small spaces. WiFi connectivity for easy printing from any device.
439,EPS-PRI-00439,Epson PIXMA Printer All-in-One Duplex,Epson,Printer,339,97,In Stock,13,New,Direct Source Electronics,36,1.79,"Chicago, IL",Photo printer with exceptional color accuracy. Great for printing memories.
440,EPS-PRO-00440,Epson Plus Projector,Epson,Projector,1499,28,In Stock,25,New,Direct Source Electronics,12,0.95,"Chicago, IL",High-quality projector from a trusted brand. Reliable performance and great value.
441,EPS-PRO-00441,Epson Plus Projector,Epson,Projector,1559,43,In Stock,1,New,Tech Distributors Inc,24,1.92,"Denver, CO",High-quality projector from a trusted brand. Reliable performance and great value.
442,EPS-SCA-00442,Epson Mini Scanner,Epson,Scanner,429,6,Low Stock,49,Refurbished,Direct Source Electronics,24,1.74,"Las Vegas, NV",High-quality scanner from a trusted brand. Reliable performance and great value.
443,EPS-SCA-00443,Epson Max Scanner,Epson,Scanner,479,149,In Stock,3,New,Global Electronics Supply,24,1.22,"San Antonio, TX",High-quality scanner from a trusted brand. Reliable performance and great value.
444,EPS-PRO-00444,Epson Max Projector,Epson,Projector,1979,143,In Stock,2,New,Direct Source Electronics,12,0.72,"San Antonio, TX",High-quality projector from a trusted brand. Reliable performance and great value.
445,EPS-SCA-00445,Epson Pro Scanner,Epson,Scanner,279,44,In Stock,6,New,Global Electronics Supply,12,1.22,"Los Angeles, CA",High-quality scanner from a trusted brand. Reliable performance and great value.
446,EPS-SCA-00446,Epson Ultra Scanner,Epson,Scanner,219,102,In Stock,10,Refurbished,Global Electronics Supply,12,1.44,"Los Angeles, CA",High-quality scanner from a trusted brand. Reliable performance and great value.
447,EPS-PRO-00447,Epson Pro Projector,Epson,Projector,769,38,In Stock,6,New,Tech Distributors Inc,12,1.33,"Houston, TX",High-quality projector from a trusted brand. Reliable performance and great value.
448,EPS-SCA-00448,Epson Pro Scanner,Epson,Scanner,139,39,In Stock,8,New,Prime Tech Wholesale,24,1.32,"Los Angeles, CA",High-quality scanner from a trusted brand. Reliable performance and great value.
449,EPS-PRI-00449,Epson WorkForce Printer All-in-One Inkjet,Epson,Printer,219,63,In Stock,8,New,Tech Distributors Inc,12,1.33,"Atlanta, GA",High-speed laser printer for busy offices. Low cost per page and reliable performance.
450,TP--ROU-00450,TP-Link Gaming Router Dual-band MU-MIMO,TP-Link,Router,499,11,In Stock,24,New,Global Electronics Supply,24,1.86,"Seattle, WA",High-performance router with WiFi 6 technology. Fast speeds for streaming and gaming.
451,TP--SWI-00451,TP-Link Plus Switch,TP-Link,Switch,169,3,Low Stock,32,New,Tech Distributors Inc,36,1.18,"Dallas, TX",High-quality switch from a trusted brand. Reliable performance and great value.
452,TP--SWI-00452,TP-Link Ultra Switch,TP-Link,Switch,49,3,Low Stock,37,New,Global Electronics Supply,12,0.5,"Phoenix, AZ",High-quality switch from a trusted brand. Reliable performance and great value.
453,TP--SWI-00453,TP-Link Mini Switch,TP-Link,Switch,199,84,In Stock,3,New,Global Electronics Supply,24,0.77,"Los Angeles, CA",High-quality switch from a trusted brand. Reliable performance and great value.
454,TP--ACC-00454,TP-Link Ultra Access Point,TP-Link,Access Point,209,133,In Stock,13,New,Prime Tech Wholesale,24,1.55,"Phoenix, AZ",High-quality access point from a trusted brand. Reliable performance and great value.
455,TP--ROU-00455,TP-Link Mesh Router WiFi 6 Mesh,TP-Link,Router,359,70,In Stock,10,New,Global Electronics Supply,36,1.35,"Chicago, IL",Mesh WiFi system for whole-home coverage. No dead zones or buffering.
456,TP--ROU-00456,TP-Link Orbi Router Gigabit WiFi 6,TP-Link,Router,259,26,In Stock,25,New,Global Electronics Supply,36,0.72,"Seattle, WA",Gaming router with prioritization features. Reduces lag and optimizes gaming traffic.
457,TP--ACC-00457,TP-Link Mini Access Point,TP-Link,Access Point,69,75,In Stock,0,New,Direct Source Electronics,24,0.95,"Seattle, WA",High-quality access point from a trusted brand. Reliable performance and great value.
458,TP--ROU-00458,TP-Link Gaming Router Gigabit MU-MIMO,TP-Link,Router,449,4,Low Stock,48,New,Direct Source Electronics,12,1.06,"Atlanta, GA",Mesh WiFi system for whole-home coverage. No dead zones or buffering.
459,TP--ROU-00459,TP-Link Gaming Router MU-MIMO Tri-band,TP-Link,Router,279,83,In Stock,12,New,Tech Distributors Inc,12,0.67,"Phoenix, AZ",High-performance router with WiFi 6 technology. Fast speeds for streaming and gaming.
460,TP--ACC-00460,TP-Link Plus Access Point,TP-Link,Access Point,89,14,In Stock,22,New,Tech Distributors Inc,36,1.49,"Boston, MA",High-quality access point from a trusted brand. Reliable performance and great value.
461,TP--SWI-00461,TP-Link Mini Switch,TP-Link,Switch,99,101,In Stock,8,New,Direct Source Electronics,12,1.04,"Los Angeles, CA",High-quality switch from a trusted brand. Reliable performance and great value.
462,TP--SWI-00462,TP-Link Max Switch,TP-Link,Switch,289,80,In Stock,11,New,Tech Distributors Inc,12,0.56,"Atlanta, GA",High-quality switch from a trusted brand. Reliable performance and great value.
463,TP--SWI-00463,TP-Link Ultra Switch,TP-Link,Switch,179,20,In Stock,19,New,Direct Source Electronics,24,1.26,"Boston, MA",High-quality switch from a trusted brand. Reliable performance and great value.
464,TP--ACC-00464,TP-Link Elite Access Point,TP-Link,Access Point,99,120,In Stock,3,New,Global Electronics Supply,36,1.55,"Seattle, WA",High-quality access point from a trusted brand. Reliable performance and great value.
465,TP--ACC-00465,TP-Link Ultra Access Point,TP-Link,Access Point,219,105,In Stock,6,New,Tech Distributors Inc,36,1.68,"San Antonio, TX",High-quality access point from a trusted brand. Reliable performance and great value.
466,TP--SWI-00466,TP-Link Elite Switch,TP-Link,Switch,39,2,Low Stock,19,New,Global Electronics Supply,24,1.51,"Atlanta, GA",High-quality switch from a trusted brand. Reliable performance and great value.
467,TP--ROU-00467,TP-Link Orbi Router Tri-band MU-MIMO,TP-Link,Router,59,108,In Stock,3,New,Global Electronics Supply,12,1.7,"Miami, FL",Business-grade router with advanced security features. Perfect for small offices.
468,TP--SWI-00468,TP-Link Ultra Switch,TP-Link,Switch,89,129,In Stock,1,Refurbished,Prime Tech Wholesale,12,0.82,"Phoenix, AZ",High-quality switch from a trusted brand. Reliable performance and great value.
469,TP--ACC-00469,TP-Link Pro Access Point,TP-Link,Access Point,129,44,In Stock,11,New,Direct Source Electronics,36,1.64,"Miami, FL",High-quality access point from a trusted brand. Reliable performance and great value.
470,TP--SWI-00470,TP-Link Max Switch,TP-Link,Switch,199,146,In Stock,8,New,Prime Tech Wholesale,36,1.44,"Phoenix, AZ",High-quality switch from a trusted brand. Reliable performance and great value.
471,TP--ROU-00471,TP-Link Archer Router WiFi 6 MU-MIMO,TP-Link,Router,299,55,In Stock,10,Refurbished,Tech Distributors Inc,12,1.38,"Seattle, WA",Gaming router with prioritization features. Reduces lag and optimizes gaming traffic.
472,TP--SWI-00472,TP-Link Pro Switch,TP-Link,Switch,39,25,In Stock,22,New,Direct Source Electronics,36,0.57,"Boston, MA",High-quality switch from a trusted brand. Reliable performance and great value.
473,TP--ACC-00473,TP-Link Elite Access Point,TP-Link,Access Point,69,111,In Stock,9,New,Global Electronics Supply,36,0.82,"Philadelphia, PA",High-quality access point from a trusted brand. Reliable performance and great value.
474,TP--SWI-00474,TP-Link Pro Switch,TP-Link,Switch,89,12,In Stock,20,New,Prime Tech Wholesale,36,0.96,"Philadelphia, PA",High-quality switch from a trusted brand. Reliable performance and great value.
475,TP--SWI-00475,TP-Link Ultra Switch,TP-Link,Switch,199,99,In Stock,7,New,Global Electronics Supply,12,0.62,"Boston, MA",High-quality switch from a trusted brand. Reliable performance and great value.
476,TP--ROU-00476,TP-Link Mesh Router Dual-band Tri-band,TP-Link,Router,169,15,In Stock,15,New,Global Electronics Supply,36,1.42,"Boston, MA",Gaming router with prioritization features. Reduces lag and optimizes gaming traffic.
477,TP--ROU-00477,TP-Link Nighthawk Router Tri-band Dual-band,TP-Link,Router,409,24,In Stock,17,New,Direct Source Electronics,36,1.74,"Dallas, TX",Business-grade router with advanced security features. Perfect for small offices.
478,TP--ACC-00478,TP-Link Plus Access Point,TP-Link,Access Point,159,110,In Stock,14,New,Global Electronics Supply,36,1.5,"Boston, MA",High-quality access point from a trusted brand. Reliable performance and great value.
479,TP--ROU-00479,TP-Link Orbi Router Tri-band Dual-band,TP-Link,Router,189,3,Low Stock,44,Refurbished,Direct Source Electronics,12,0.51,"Houston, TX",High-performance router with WiFi 6 technology. Fast speeds for streaming and gaming.
480,NET-MOD-00480,Netgear Mini Modem,Netgear,Modem,189,128,In Stock,14,Refurbished,Prime Tech Wholesale,36,1.11,"Los Angeles, CA",High-quality modem from a trusted brand. Reliable performance and great value.
481,NET-SWI-00481,Netgear Max Switch,Netgear,Switch,119,90,In Stock,11,New,Prime Tech Wholesale,24,1.39,"San Diego, CA",High-quality switch from a trusted brand. Reliable performance and great value.
482,NET-ROU-00482,Netgear Mesh Router Mesh WiFi 6,Netgear,Router,169,6,Low Stock,33,Refurbished,Global Electronics Supply,12,1.84,"Chicago, IL",Gaming router with prioritization features. Reduces lag and optimizes gaming traffic.
483,NET-MOD-00483,Netgear Mini Modem,Netgear,Modem,69,6,Low Stock,29,New,Global Electronics Supply,12,0.96,"New York, NY",High-quality modem from a trusted brand. Reliable performance and great value.
484,NET-MOD-00484,Netgear Max Modem,Netgear,Modem,179,33,In Stock,3,Refurbished,Direct Source Electronics,12,0.69,"San Diego, CA",High-quality modem from a trusted brand. Reliable performance and great value.
485,NET-SWI-00485,Netgear Max Switch,Netgear,Switch,89,47,In Stock,5,New,Global Electronics Supply,36,0.5,"Houston, TX",High-quality switch from a trusted brand. Reliable performance and great value.
486,NET-SWI-00486,Netgear Max Switch,Netgear,Switch,289,22,In Stock,12,New,Prime Tech Wholesale,36,0.96,"Houston, TX",High-quality switch from a trusted brand. Reliable performance and great value.
487,NET-ROU-00487,Netgear Archer Router WiFi 6 Tri-band,Netgear,Router,449,20,In Stock,5,Refurbished,Direct Source Electronics,12,1.02,"Las Vegas, NV",High-performance router with WiFi 6 technology. Fast speeds for streaming and gaming.
488,NET-ROU-00488,Netgear Archer Router WiFi 6 MU-MIMO,Netgear,Router,369,33,In Stock,6,New,Tech Distributors Inc,36,1.2,"New York, NY",High-performance router with WiFi 6 technology. Fast speeds for streaming and gaming.
489,NET-ROU-00489,Netgear Orbi Router Tri-band WiFi 6,Netgear,Router,369,82,In Stock,10,New,Tech Distributors Inc,24,1.93,"San Antonio, TX",Gaming router with prioritization features. Reduces lag and optimizes gaming traffic.
490,NET-SWI-00490,Netgear Elite Switch,Netgear,Switch,279,2,Low Stock,41,New,Tech Distributors Inc,12,1.47,"Dallas, TX",High-quality switch from a trusted brand. Reliable performance and great value.
491,NET-MOD-00491,Netgear Plus Modem,Netgear,Modem,69,61,In Stock,3,New,Prime Tech Wholesale,12,1.29,"Philadelphia, PA",High-quality modem from a trusted brand. Reliable performance and great value.
492,NET-ROU-00492,Netgear Nighthawk Router WiFi 6 Dual-band,Netgear,Router,469,34,In Stock,15,New,Tech Distributors Inc,24,1.57,"Seattle, WA",Mesh WiFi system for whole-home coverage. No dead zones or buffering.
493,NET-MOD-00493,Netgear Pro Modem,Netgear,Modem,179,3,Low Stock,49,Refurbished,Tech Distributors Inc,24,0.91,"Houston, TX",High-quality modem from a trusted brand. Reliable performance and great value.
494,NET-ROU-00494,Netgear Archer Router Dual-band MU-MIMO,Netgear,Router,129,72,In Stock,1,New,Prime Tech Wholesale,12,1.26,"San Diego, CA",Gaming router with prioritization features. Reduces lag and optimizes gaming traffic.
495,NET-ROU-00495,Netgear Gaming Router Gigabit WiFi 6,Netgear,Router,459,144,In Stock,5,Refurbished,Direct Source Electronics,36,0.99,"Los Angeles, CA",High-performance router with WiFi 6 technology. Fast speeds for streaming and gaming.
496,NET-ROU-00496,Netgear Archer Router Dual-band Mesh,Netgear,Router,199,30,In Stock,14,New,Tech Distributors Inc,12,1.58,"Atlanta, GA",Reliable router for home networks. Easy setup and stable connections.
497,NET-ROU-00497,Netgear Nighthawk Router Gigabit WiFi 6E,Netgear,Router,59,23,In Stock,20,Refurbished,Tech Distributors Inc,12,1.87,"Los Angeles, CA",Reliable router for home networks. Easy setup and stable connections.
498,NET-ROU-00498,Netgear Mesh Router MU-MIMO Tri-band,Netgear,Router,269,144,In Stock,4,New,Direct Source Electronics,12,1.57,"Las Vegas, NV",Mesh WiFi system for whole-home coverage. No dead zones or buffering.
499,NET-ROU-00499,Netgear Gaming Router Gigabit WiFi 6,Netgear,Router,299,70,In Stock,7,New,Prime Tech Wholesale,36,1.78,"San Antonio, TX",Business-grade router with advanced security features. Perfect for small offices.
500,NET-ROU-00500,Netgear Mesh Router WiFi 6E Dual-band,Netgear,Router,199,7,Low Stock,27,New,Global Electronics Supply,36,0.91,"Boston, MA",High-performance router with WiFi 6 technology. Fast speeds for streaming and gaming.
